genre,review,rating
poetry,Another read for my creative writing class. One of the most beautiful and important collections of poetry I have ever read.,5
fantasy_paranormal,I love this world and the new characters. I don't know that I'll be able to keep feeling optimistic for them considering I know the outcome of their efforts in the end.,3
fantasy_paranormal,"Robinson Crusoe on Mars. No, really. Mark Watney is struck by flying debris as he and the rest of his crew are packing up their Mars mission early due to a sandstorm. His shipmates believe that he is dead and, per protocol, leave him behind. Mark comes to and finds that himself stranded on a most inhospitable planet. No, really. Mars keeps trying to kill him. But Mark has mad survival skills and a lot of equipment that was abandoned by his mission. The author often lost me with the maps, math and science (which have been fact-checked and approved by NASA personnel) but the survival story is absolutely riveting. Most of the tale is told in the format of a journal kept by a man who believes he will probably die but intends to survive as long as possible in case someone can mount a rescue mission. The rest of the story occurs on mission control on Earth and on the spaceship that reluctantly abandoned their crew mate. This book had been on my Kindle for months. I decide that I should read it before seeing the movie. Now I can't wait to see Matt Damon recreate this wonderful, exciting adventure. Really.",4
mystery_thriller_crime,"** spoiler alert ** 
 While I prefer the other Ambler book I've read to this one (Journey into Fear), this is still a good read with an academic protagonist and great locations, but it lagged a bit in the middle for me until Dimitrios went from theoretical to flesh and blood. Then it was really cloak & dagger and moved more quickly for me. 
 Still, well written, and the narrator, Alexander Spencer, does a solid job.",3
comics_graphic,"Mais cette serie... j'adore chaque chapitre, chaque tome, c'est a chaque fois un pur bonheur, c'est droooole, c'est mignon, c'est genial, j'adore !",5
children,"I liked the discussion questions at the end. 
 ------------------------------------------------------------ 
 ""He made all his feelings go inside the suitcase; he stuffed them in tight and then sat on the suitcase and locked it shut. That was the way he not-thought about things. Sometimes it was hard to keep the suitcase shut. But now he had something to put on top of it. The tiger.""",3
history_biography,"This is one of the best books on Russian military by the western author I have ever read. Galeotti manages to remain impartial in his analysis of the Russian military and social system, nevertheless correctly identifying the common ailments of Russian mentality and society, as reflected in the ailments that plague Spetsnaz forces - that can not be analyzed outside of their social and historical context. 
 The author does not give his personal opinion concerning either historical or contemporary political decision, but presents facts to the reader allowing him (or her) to draw his (or hers) own conclusions. 
 I've really enjoyed this book, especially since it covers such an obscure theme and manages to demystify quite a lot of tall tales and Cold War legends. I really don't understand why this title has such a low rating. 
 I'll make a point of finding other works by this author, since he has gained my greatest respect thanks to his professionalism and analytical approach to the theme in question.",5
romance,"I wanted to like this book, but I just found it kind of...halfhearted, I guess. 
 I felt like nothing was as well developed as it should have been- the world, the characters, the relationships, all the books elements had potential, but actually remained as shallow impressions of themselves. Very flat, lacking in depth and quite unsatisfying, in my opinion.",2
young_adult,"I thought that the summer and mystery would finish with the end of the book, but nooooo! Other than that, it was pretty good.",4
children,"In this second installment of the Emma chapter book series, Emma and her classmates learn that name-calling is mean. Also, Emma makes a friend that she has more in common with, though she patches up her friendship with Cynthia the ice-queen as well. I'm not quite sure I understand that friendship. Cynthia doesn't seem like much of a friend to Emma, or to any of the characters in the book. Since Emma wants to be a nature scientist when she grows up, animal facts are tucked into insets periodically throughout the book, where that animal is mentioned.",3
comics_graphic,Oh Bigby!,3
poetry,This was very much a love/hate book for me in terms of the poems contained within. See my review here: http://trebro.livejournal.com/264477....,3
poetry,"tdhkr@ shkhSy@ ""'khr mr@ bqr' sh`r 'w nthr mtrjm""",1
romance,"3.5 STARS Anika thought she had found love, but she forgot to find out if he loved her back. Just when she thought that her life was going to move forward and she could leave her past behind her, she is swept up in the drama as her past resurfaces. Cole, a man dealing with his own demons, finds something truly special in Anika and he knows that waiting for Anika to be his is a task that he is willing to take on. What happens when their pasts crash into one another?",4
fantasy_paranormal,"SO much better than the first book, maybe because Butler knew the characters better? Or maybe she had more of the story already in mind? Just seemed to flow better and feel less choppy. Maybe that was an intentional part of the first book, but this one really keeps you on the edge of your seat.",4
history_biography,"Very interesting, although many things were kind of obvious for me as an English/lit major. 
 Made me want to read more Virginia Woolf. And D.H. Lawrence and definitely Tristam Shandy. I had to skip the Austen bits for fear of spoilers but I'll definitely get back to it when I read the rest of her work. It made me reconsider Joyce as a someone I might someday read (I *think* I once read part of the Dublineers and was bored stiff EDITED: Have read most of Dublineers, WAS SO BORED that I couldn't make myself go through the 3 stories I had left), especially Portrait of The Artist as a young man, which, to be honest, I was eying anyway because it has the best title ever, but not just that. 
 I was also very interested in the concept of the comedic plot. 
 From minute 18, lecture 16: Comedic world: a logical place where good is rewarded, bad punish. Nature is balanced. A tragic world leaves us in doubt. Also, in a comedic world everybody will get married at the end. The status quo will be maintained. And how at one point English novelists realised that it was hindering progress, that they weren't telling the stories of all the people that were not happy with how things were (women, working class, etc). Tragic plots, on the other hand, end with injustice, with a world that is not evil in intent but, even worse, indifferent, whatever we do has no effect in our future. A terrifying concept even nowadays for people who keep trying to create something out of chaos, give life some structure, give ourselves some measure of control. 
 I liked that it ended up with modern living writers, there's some people there I really want to check out, as well.",3
romance,"3.5 Stars. This is a family M/M novel that involves two separate families in modern Boston. There are real struggles, and no steam. The bulk of this story occurs in 2009. 
 Jamus is nearing his grad school graduation when he's in a car wreck that kills his parents and leaves him as custodian of his 3 y/o brother, Nick. He's not a parent, and he's not a brother. As their life moves on, he accepts the parental role grudgingly. The book mostly centers around the time when Jamus is 35, and a successful author in his own right, caring for Nick who is now 14 y/o. In the time he's cared for Nick Jamus has had no social life, and only occasional one-night stands when Nick was old enough for sleepovers. He poured his heartache of loss into his novels which are LGBTQ stories--and is an out-gay man in the South End neighborhood of Boston. 
 Sean is the youngest of four kids in Southie. He's 26 and just graduated with a PhD in education. He takes a low-pay teaching job (not sure why this is his best option--I have a PhD and teaching paid pretty well even with my limited experience) at a private school in Cambridge. The same school where Jamus' brother Nick is a freshman; and in his English Lit class. Sean is being hounded by his family to settle down with a girl--which was also perplexing, as his two elder sisters who must have been nearing thirty were neither settled nor dating anyone of relevance and his elder brother Kevin is not facing this same scrutiny. Kevin is a rock--back from two tours in the Middle East and recovering from mild PTSD. There is a woman, Grace, who is adored by the family and who has plain attraction to Sean, but Sean is not interested. He's not sure why, mainly, and doesn't figure out until 65% through the book, when he meets and interacts with Jamus, that he might could be gay. 
 This is a really interesting story of family dynamics, coming out, and self-sacrifice, but suffered in the romance department. There is absolutely no steam, and I was not convinced that there was much of an attraction. It's entirely possible that book-loving Sean was enamored of Jamus' status as a successful author and intrigued by his first gay experiences, but not really a good match. There is a big falling out, both with Jamus and Nick--regarding backlash at the high school, and Jamus' role in the wreck that killed their parents. The catharsis of his fiction leads Jamus into trouble with Nick, and the homophobia surrounding Nick's guardian is absolutely horribly managed in the high school. Considering the expense of private schooling in New England, I was stunned that there was so little remedy to Nick being bullied. Sean is outed against his will, and it leads to strife that is not managed on the page. Young Sean runs to a safe harbor, and we only get snippets of there being any resolution to that problem. 
 The romance between Jamus and Sean is tentative and even when it is not it's subdued. I wanted to see some heat between these guys. Alas, no. Sadly, I guess we only get to see their frailties bared on the page. I received a review copy of this book via NetGalley.",4
children,"Apenas um desejo foi dos livros mais ternurentos que ja li. E tao facil sentir carinho pela Charlie, pela Bertha, pelo Gus e por toda a familia de Howard. 
 Embarcamos nos sonhos da Charlie e um privilegio para o leitor. Charlie e genuina, cheia de garra e com uma percecao sobre si propria que muitos adultos nao tem. E uma criancas que apenas precisa de amor, que precisa de sentir que pertence a alguem. E de apertar o coracao ler acerca de uma menina que sentia que nao pertencia a ninguem. E, pior ainda, e ver que ela sabia que isso nao era algo muito comum na vida das criancas. 
 Charlie, uma crianca feita de sonhos, que acredita nas estrelas cadentes capazes de tornar os desejos em realidade, ve-se obrigada a lidar com algo muito duro na vida de uma crianca. Porem, a resiliencia dela suplanta qualquer expetativa da parte do leitor. Ela seguiu o seu proprio caminho, deixou-se absorver pela sua genuinidade e pela sensibilidade que ela foi alimentado dentro dela. Toda esta mistura de cores que habitam dentro dela tornam-na especial e muito realista. Eu consegui ver aquela crianca, como se ela estivesse ao meu lado. E depois temos a forma como ela lida com o Osso da Sorte e com o Howard. Ai conseguimos ver que ela e cheia de amor para partilhar, so precisa de alguem a quem o oferecer. Como e muito genuina e verdadeira acaba por magoar os outros, porem a compreensao que eles tem para com ela e extremamente importante. 
 Bertha e Gus sao uma casal excecional. O amor, a partilha, a compreensao, os bons sentimentos habitam dentro deles com uma forca desconhecida. Eles exercem uma verdadeira parentalidade positiva com a Charlie. Sao pais no coracao, apesar de a natureza nao lhe permitir extrapolar esse amor parental que habita dentro e entre eles. 
 Nao podia deixar de falar no Howard... Que miudo consciente e de bem consigo proprio. Identifica os seus defeitos e sabe lidar com eles de uma forma muito natural. Fiquei deliciada com a sua dedicacao a Charlie. Gostava que houvessem mais miudos assim. Faceis de encontrar e que iluminam qualquer vida. 
 Pessoalmente, nao consigo dizer o que e mais me tocou o coracao. Quando olho para o livro sei que sera por muito tempo que vou recordar a natureza esperancosa e corajosa da Charlie, o amor e encanto que Bertha e Gus partilham entre eles e com o mundo que decidem abracar e a docura e assertividade de Howard a lidar com o mundo que nem sempre e simpatico com ele. 
 Do meu ponto de vista e um livro excelente para ser lido em conjunto com criancas. Atraves dele podemos chegar a reflexao de temas extremamente importantes para o desenvolvimento infantil. Questoes como o bullying, a familia, a agressividade, a importancia de acreditar e mantermos a esperanca sao temas que habitam estas paginas e que podem ajudar outras criancas. Sem duvida, um livro merecedor da nossa atencao. 
 Nota: Este livro foi-me cedido pela editora em troca de uma opiniao honesta.",5
poetry,"I cannot praise this book enough. I was already a fan of James Franco as a brilliant actor and director but now I know what a stunning wordsmith he also is. 
 The poems, essays, articles within these pages are raw, deep, inimitable. They'll cut through your soul without asking for permission and after that you will still thank them for it. James Franco's writing touched me with the same fury and force as some renowned late poets did. I won't name names to avoid comparisons because Franco's work is original and unique enough not to need that. 
 I'll just say that reading this book was a terrific experience. One that I will certainly repeat over and over through the years. James Franco is now among my favorite authors too. 
 I can't thank NetGalley and the publisher enough for the opportunity of reading an ARC of this work in exchange of my honest review.",5
fantasy_paranormal,"En marklig historia, skriven med ett speciellt sprak pa en annorlunda form. Och efter att ha last den kan jag inte riktigt sammanfatta vad den handlar om eller vad som egentligen hande. 
 Fager har tagit sin stil ett steg langre, nu ar det enbart korta staplade huvudsatser om 3-4 ord per styck. A ena sidan lattlast men samtidigt kravs energi for att orka hanga med i tempot och de snabba forflyttningarna och skiftena. Att berattelsen dessutom utspelas i temporal oordning, och att det slangs ut manga tradar som aldrig plockas upp igen bidrar till kanslan. Jag gillar det som omvaxling till alla ""deckare modell 1A"" som skrivs, den har boken foljer inga sadana normer. 
 Snabblast.",5
history_biography,The conclusion is incisive and hard hitting. The center lags a bit. But overall an insightful informative read.,4
children,"I took my good friend The Bookworm home to Cheshire last week, and while we were there I asked to him to have a nibble at one of my favourite children's books, Peter Pan, and pick out some particularly interesting passages 
 Read More",5
children,"I found this story appropriate for young children to understand the dynamics of the holocaust, and inspire them to help out others even when it is dangerous to do so. 
 The story is told through the perspective of a 10ish year old girl, complete with all her insecurities and jealousies. The reality of the situation is stark, and it is emphasized that the children did not have enough food. I think it best to deal with such a heavy theme in small doses and this book is not long, at 76 pages divided into 5 chapters. The children display courage, bravery and cleverness in a dangerous situation. And, partly due to one of the investigators being 'on the right side', it has a happy ending. 
 I found it helpful to step away from the storyline to ask my student questions that would help to clarify the tension. Why was the chocolate so exciting? How long have you gone without having ANY chocolate? Where is Sister Gabriel? Are the Nazi soldiers good or evil? What is the children's plan? etc. In case of jam ups, I provide multiple choice answers. 
 This book made an excellent complement to our modern history study. However, the subject matter may be frightening for young children, and parents of sensitive children will want to preview it. Also, the book does not provide any background. It merely states that the children were in France during WWII and that France was occupied by the Germans. Children unfamiliar with the setting will need more information and should probably not be exposed to this book without it. 
 This is a strong contribution in a difficult genre. Highly recommended.",4
poetry,"Hb rwHy w`wTf bryy'h 
 m hy l`Tf@ lmhtj@ fy lnfs htyjan l yryh lHy@ bdan l kbr w SGr mm hy? 
 m hw lm`n~ lsHr ldhy y'ty mn lqlb wlfkr m`an thm l y'ty l lyHdth shyy'an mn lkhlq fy hdhh lTby`@?m hw dhlk lthr llhy lkmn fy b`D lnfws mstknan ytwthb bh wyHwl dy'man n y`lw l~ lsm lnh Gryb fy lrD? 
 lnfs t`rf wl tnTq ln mrdh l~ lnfs wsh`wrh drk mkhbw fyh why nfsh mkhbw'@ `n 
 wl mr@ qr' l`Tf@ bHtrm wtqdyr dwn n skhr mnh bdkhly",4
comics_graphic,"This is a quieter book, the calm before the storm. It's all about problems within the group: Tyreese and Carol; Otis and anyone black; Maggie and Hershel; and especially Tyreese and Rick. 
 After the big changes and shocking murders of the previous volume, ""The Heart's Desire"" doesn't feel that important, but it's a nice opportunity to reestablish and expand character. (I feel that we know a lot more about Otis, Tyreese, and Rick in particular by the end of the volume.) Of course it introduces Michonne too, but she feels primarily like a problem in this book, not anyone really special. 
 ""The Heart's Desire"" ends with the most famous speech in The Walking Dead: ""We are the Walking Dead!"" Indeed. It's a revelatory moment for the comic. 
 So, call it a quiet 3.5, which probably makes it the slowest volume of the book to date, but it's a vital bridge between the introduction of the prison and ... Woodbury.",4
mystery_thriller_crime,"I live on the Central Coast of California, where it's borderline heresy to be anything less than a huge fan of beloved local author Laurie King. True confession time: I admit it, I tried a couple of her books and they just didn't grab me. But seeing that her latest book, Lockdown, was subtitled ""A Novel of Suspense,"" and that it was set in a middle school in a small rural town on the central coast (that sounded eerily like the one where my husband worked for many years) made me LEAP at the opportunity to read an advance copy! (Thanks to NetGalley and Random House - Ballantine.) 
 The setting is Guadalupe Middle School, where Principal Linda McDonald (who has been in charge for the past year) has been working tirelessly to change the culture from that of a gang-ridden, crime infested school to...something else. The story takes place on a single day, with flashback chapters interspersed to present the backstories for some of the characters (including Linda and her husband Gordon, who routinely helps out and supports his wife in her professional endeavor). Another main character is local cop Olivia, who intuits that Gordon has a mystery that might be revealed if she were to use her law enforcement resources to do some sleuthing. 
 As Linda gets to school, it is the morning of her long-awaited undertaking: Career Day, when she hopes to present students with ideas and options that might inspire them to escape their environment. ""They gym would be packed to the rafters with seven hundred-plus adolescents, on the brink of boiling over, into impatience, mockery, even the violence that was never far away."" The students are ""ages eleven to fourteen. Half child, half adult, all hormones and passion..."" One of the invited speakers, Thomas Atcheson, who plans to speak about the tech industry, has a different perspective: """"Career Day."" What an exercise in futility! Urging ill-trained children to become entrepreneurs was like telling finger-painters to aim for the Sistine Chapel: those with drive required no encouragement."" 
 Other important characters include the Coach and several students: the basketball star, the cousin of the gang member on trial for murdering a beautiful young girl, and the victim's sister. Then there is the janitor, an immigrant who has a secret and takes a huge interest in the community. 
 Told from alternating perspectives, the story of Guadalupe's Career Day its effect on several people's lives, is filled with tension, mystery and outstanding character development. I love the way Ms. King presented the school in a way that anyone who has worked with students in middle or high school will recognize: ""...even the oldest, most sneering of these adolescents harbored secret pockets of hope, a hidden belief that the world might still hold out an outstretched hand in place of a fist."" 
 Impossible to say more without spoiling, which I NEVER do! But it's well written, a relatively quick read with memorable characters. Five stars.",5
poetry,"ry'` n tjd m knt thjs bh dy'man fy ktb .. 
 lkn dhlk yHrmk ldhsh@ .. 
 ldhsh@ hy kl shy .. !",3
romance,"4 Tooth Pulling Stars!! 
 Source: eARC for Honest Review Courtesy from Authors 
 Oh, Boy! K.A. Merikan have done it again with another great dark story. This is technically part 2 in a series but can be read as a standalone as they're all new characters. Tooth who happens to be the VP of the Coffin Nails MC is on a mission to avenge a long lost lover, which is why he ended up with the MC to start with. However, the last thing he wants is to babysit the president's kid. 
 Lucifer has lost everything and does what he needs to do to survive, which is hook. Minding his own business he ends up smack in the world of the Coffin Nail MC with his long lost dad who happens to be president and has a thing for satan as well as under the supervision of the VP of the club, Tooth. 
 To protect himself, Lucifer takes risk and shoots off his mouth more often than not, but he can't to far with the short leash of Tooth. As Tooth invades his world with a tight hold, he starts to get unrequited feelings for this straight man but he also gets other mixed signals. Tooth has been down this road before and he doesn't want to give into his desires and screw over his president by being with Lucifer but he couldn't hold out forever. 
 As Tooth and Lucifer give in to their carnal desires they both land into the middle of a shit storm with the MC, organ snatchers and Tooth's past. With the first book in this series it took quite awhile to get momentum and for me to like the book, but with this one I was hooked from the beginning. However, it took for-frigging-ever for the naughty business to come to fruition, but once it did, Yowza. 
 As usual with K.A. Merikan, this book was edgy, raw, dark and unique. I enjoyed it from start to finish, I will admit to date, my favorite K.A. Merikan series so far is still the Guns n' Boys series but this one is another goody. 
 For more reviews, visit Live Read and Breathe 
 Like us on Facebook Live Read and Breathe Facebook 
 Follow along with Twitter Live Read and Breathe Twitter",4
history_biography,"When a frustrated reader came across the line, ""Mondale carefully mingled praise of Reagan with his attack, giving the impression that he was being fair to the president even while he was saying that he was not up to the job,"" he or she couldn't resist underlining it and scribbling in the margin: ""Just like Lou Cannon in writing this book."" Normally I get quite annoyed when people write in library books, but I'll make an exception in this case. I, too was shocked at the negative portrayal of Reagan in this book, especially after reading Cannon's later book, Governor Reagan: His Rise To Power. I suspect a lot of what is going on here is that this book was written shortly after Reagan left office, and the opinion of him among political scientists was not very good. The book about Governer Reagan was written 12 years later, when the opinion of Reagan had changed. Or, perhaps Reagan was just a better governor than he was a president. At any rate, there's tons of great info in this book, but it was marred by the over-the-top negative tone and the less-than-wonderful organization.",3
romance,"This is one of those deep, soap opera-like, relationship books that forces you to think. The ending was a little too vague for my taste, but the message was good.",3
comics_graphic,"Covers Chapters 1-6 
 See full review of first 2 volumes at Katie's Corner",5
mystery_thriller_crime,"I worked at a hotel when I read this book. Let me tell you something about working at a hotel. There is a lot of down time, so you end up finding whatever you can to pass your time. 
 A guest had left this in one of the rooms and never claimed it, so I though what the hell. 
 AMAZING book. I was pleasantly surprised at how good it was (I had been weary of King's work up to this point). 
 Well written, and super intense.",4
fantasy_paranormal,"Outstanding! 
 One of the best prequels I've ever read!",5
romance,"3.5 Stars! 
 Source: eARC for Honest Review via Author 
 So I'm a huge fan of this series and was so looking forward to this book as I thought it was a trilogy so I was a bit frustrated to find out there will be a fourth book but hey I'm a huge Julian fan so another book will be just fine in my world. 
 With this book we FINALLY get to have Julian and Anna together with a few hiccups along the way. 
 As well as the truth FINALLY coming out. 
 This book was sweet and it felt a bit more like a bridge or filler book but it needed to happen so it gives us a bigger look into Julian and Anna which is important especially after the sneak peak from book 4, which caused my jaw to drop as I so did not see that coming at all. 
 I like how this series has developed and the finish line looks like its going to be awesome with a bumpy ride still ahead. 
 Team Julian all the way! 
 For more reviews, visit Live Read and Breathe 
 Like us on Facebook Live Read and Breathe Facebook 
 Follow along with Twitter Live Read and Breathe Twitter",4
children,"We first read this when our son was 2, and he enjoyed the rhythmic text and the clear pictures. Now that he's 3 we've revisited it, and he just adores the text (he's big into tap dancing). As a parent I love the story it tells, and that it teaches appreciation of dance. This has been a lasting favorite for all of us.",4
poetry,"mbdy'yan lnskh@ llktrwny@ lty byn ydy tHtwy `l~ 130 SfH@ fqT. 
 glynw, l tstTy` l w 'n t`shq m yktb wkyf yktb. 
 rHlty lthny@ m` hdh lrjl wlm ykhyb Zny! 
 ktb lm`nqt hw ktb `n lHb, lsys@, lthwr@, lwTn, lmdyn@, lkhyl wlsHr w shy 'khr~ kthyr@, hw Ht~ y`Tyk lmH@ mn syr@ dhty@ hn whnk. 
 ystTy` lrjl 'n yj`lk tsh`r wk'nk Sdyq qdym lshkhSy@ qr't `nh qS@ mn 5 sTr, t`ysh thwr@ qr't `nh mwqfan wHdan, tkrh 'nZm@ Hkm dkttwry@ l t`lm shyy'an `nh sw~ m 'khbrk bh, ys`dk `l~ fhm sh`wb mn mqtTft qSyr@ l tmt lb`Dh bSl@. 
 ""ybq~ lf`l fy mkn l`ml, lklmt fy ljtm`t, wlfkr `l~ lmkhd@""",5
history_biography,I really really loved this love story and since it was based on an area I have frequently been in Seattle I felt as if I as there with him in this book! :),5
children,Always a safe read for any age. I so enjoyed these books as a child.,5
romance,twilight with sex. getting tired of the over emotional tripe. the sex was even more vanilla. plenty of it just scattered over new locations for variety. can certainly see how this can appeal to a large audience though. taking a break before starting the third book.,2
history_biography,"If a books spends too much time on my bedside table...there is a reason. 
 This book sounded amazing. 
 I could not get into it. 
 I shall continue in my quest to get books off my ""to read shelf"".",0
history_biography,"Phenomenal. 
 At the Midsouth Book Fest this September, I saw a conversation with Lauren Groff, the author of _Fates and Furies_, which I loved. She mentioned that the Vera biography was one of inspiration for the character of Mathilde. 
 I had gotten the audio version on Audible during a 2 for 1 sale a few months back; I didn't know what I had, but as soon as she mentioned it, I was thrilled to realize I already owned it. I started it IMMEDIATELY and didn't ever want to stop listening to it. The book is FASCINATING. I have recommended now to various people now. I think it's only been two weeks since I was at the book festival.",5
fantasy_paranormal,"Freakin' Brandon Sanderson and his epilogues! So good, but it's not over!! Incredible continuation after the world-changing events at the end of the Mistborn Trilogy (ie Hero of Ages). Hilarious too; I love Wax and Wayne... Wait, I just now saw what you did there. Freakin' good Brandon Sanderson.",5
fantasy_paranormal,Another grand addition to the Narnia collection,5
children,my son has planted a pot of carrot seeds because of this book,4
young_adult,It held my attention well enough. Honestly though parts of it felt forced. A world woven on top of earth and it is all basically a giant illusion/hallucination?! come on I've heard that before and it didn't sound good then either. I will just have to see if it improves with the rest of the series.,3
fantasy_paranormal,"A bit too wordy with the descriptions which bogs the story down, but overall a solid start. Karan irked me in the book and drove me nuts. 
 I will defiantly follow up with the other books in the series",3
children,"Little Jumbo notices that his dad is having a bad day--mostly because he's upset about the things that Jumbo is doing. Being the nice elephant that he is, Jumbo suggests doing things that he knows his dad likes, such as giving him a hug, getting ice cream, and reading his favorite story before bedtime. Adorable. 
 Good for preschool storytime.",4
fantasy_paranormal,"It's been 3 years since the first book, 2 since the second, and still no sign of life for the third book in 2016. *cries*",0
comics_graphic,"This book is just like the Twilight book. Beautiful pictures, and very little conversations. I recommend it for all, Twilight Fans.",0
comics_graphic,"Deadpool can be an acquired sense of humor, but the latter half of this book is quite funny. However, it's also extremely inappropriate for the Thunderbolts comic. What you get here is essentially four issues of funny-not-grim, which is a big misfire for Diggle.",3
comics_graphic,see full review @ Katie's Corner,4
comics_graphic,"Not my favorite entry in the series, but it is still entertaining.",3
children,"SO cute. The illustrations totally make the book, but it's a sweet story with a great North-East-South-West compass rose twist (literally).",4
young_adult,"See full review for The Iron Knight at: http://toomanybooksnotenoughshelves.w... 
 Meghan Chase has become the Iron Queen - the ruler of the Iron Fey and Kingdom - and seems to be at relative peace with the Winter and Summer courts. Everything is as it should be, or so it seems. In her final act before she became queen, Meghan released Prince Ash of the Winter court from his promise of knighthood and banished him from the Iron Realm. She knew that if she died, he would follow her soon after and she didn't want that on her conscious. But she didn't die and now Ash has to try and make his way back to her side. 
 The problem though is that he's been banished from the Iron Realm and he is still a Winter court faery. The touch of iron could kill him, so he is on a mission. First to find the cat Grimalkin and then to somehow find a soul so that way he can become a mortal and be by Meghan's side. But the task is not easy. For one thing, the jester Puck has decided to join him on his journey and they still have a centuries old feud to put to bed. For another, the journey is perilous and brings out the darker side of Ash, a side he thought he had locked away, and he eventually does turn on his once friend. But when it comes time to deal the killing blow - one that Puck willingly gives him - he can't do it. But that doesn't matter, because what happens next challenges his vow to come back to Meghan's side.",4
mystery_thriller_crime,"I figured since this is billed as the first detective novel, it would be kind of quaint. The culprit would either be easy to spot from a mile away, or else totally off the wall like in ""The Murders in the Rue Morgue"", and nothing would happen in the story that I hadn't already seen in a thousand other mysteries. Fortunately, none of those things were true. At one point about a third of the way through the book, I was sure I knew what was going on, and I sighed to think I'd have to struggle through another 200+ pages before having it confirmed. To my surprise, two pages later the detective came to the same conclusion I had, and, as it turned out, both of us were completely wrong! Yet when the solution did come, it made perfect sense and seemed like something that everybody should have guessed all along. 
 Other things I really liked about this story were the narration that switches between several different characters about events that they personally witnessed, almost as if they are testifying in a trial, and the fact that the solution takes years to arrive at, with most of the detective work not being done by the actual detective. (In fact, by the time the solution is found, he has to be pulled out of retirement in order to witness it!) 
 This was a much better story than I had any expectation of it being, and if you are a fan of the genre, you should read it. (Bonus points if you're already familiar with other novels of this time period like Little Women.)",4
fantasy_paranormal,I was a little disappointed with this book. She is a great story teller and I was interested while I read but when I would think about the actual plotline I realized that nothing much seemed to be happening in the book. And I was very disappointed by the end. It was nothing like the other books endings have been. While I love Bella and Edward and Jacob this book was rather an anticlimatic ending to their story. Hopefully there will be more spin off stories from these books that will make this story seem more fulfilling.,4
comics_graphic,"The titular ""Betrothal of Sontar"" is a nice story with great artwork and really good focus on the Sontarans [7/10]. Though not as good as the TV episode, ""The Lodger"" is good fun [8/10]. ""FAQ"" is a little slow at times, but is a fun little story [6/10]. ""The Futurists"" is a good story that makes fun use of time travel and has a great scope [7/10]. ""Interstellar Overdrive"" starts off slow, but has some fun timey-wimeyness in its second part [6/10]. ""Opera of Doom"" is another OK but forgettable story [5/10]. ""The Green-Eyed Monster"" is a great laugh [8/10]. ""The Warkeeper's Crown"" is an OK final story. I'm never fond of these pseudo-fantasy romps, and the plot is all over the place, but it's good to see the Brigadier one more time. [6/10] The authors' commentaries that end the volume really knock everything up a notch [9/10].",4
comics_graphic,"For those so interested, the copy I'm reading is here. 
 To know thine enemy ... one must read their writings. But, in doing so with Dr. Frederic Wertham, I noticed that there was more similarities in the way he and I thought, than differences. The premise of this book, by the way, was not to ban comics forever (though, shortsighted that he was, he did not see the artistry they would become in the future) but rather institute a restriction on who can buy which comics at what age. You know, what we have in place for movies, video games, some music and even books now. He wanted to take the ""Crime Comic Books"" (which included the Suspenstories as well as Batman, Superman and Wonder Woman) and restrict those to the 15 and older crowd. 
 For those who refuse to read it (or try and can't get past the fact that this is an editorial essay on the evils of comic books), here's the main arguments: a) the linking of violence and sexual imagery has created sado-masochists, b) the prevalence of gorier scenes in comic books have forced other media to follow suit (namely television and movies), c) the crowd being targeted by the ads are too young to understand the ""motives"" (when any are given) behind the scenes of violence if they even see more than just the pictures, d) all of this combined creates an atmosphere where delinquency is viewed as normal and powerful and morality is viewed as passe and weak. 
 In the end, I do believe that there does need to be a balance between those comics meant for little kids and those that are meant for more adult readers. I also believe that finding a way to let the little kids who still need to learn balanced emotional health have access to only those comics which do not glorify what is destructive to societies is wise. 
 However, I do disagree with a few of his main reasons for the arguments (besides the general well-being of the children). First, if his only interaction has been with children who ""became maladjusted"" after reading these books, than it doesn't matter if they really are a minority, his whole point of view is skewed. And in a democracy - a true democracy - there is rule by majority. What we have done in the US (supposedly) is try to take into account the minority opinions also and balance out the majority versus the minority, but he claims that rule by majority is not democracy at all. He claims, in fact, that by letting the majority rule, we are preventing democracy from occurring. Also, he claims that comic books have no redeeming value and this is a horrible falsehood. The fact that he didn't recognize a burgeoning art when it was being birthed is a big problem. That he could not see they would have literary value (and, in fact, did at times back then also), is unfortunate. 
 That these same arguments have been used for movies, television, video games, music and will be continued to be used forever is a tragedy of our world. Those who make the arguments do have the society's best interest at heart, I do not doubt that. But that we can't find other ways of helping educate all people in finding and praising the ""good"" as well as the ""horror"" is the root of the problem. 
 As far as his writing goes, it was fun to read someone so sarcastic.",4
history_biography,"An excellent overview of the life of Elizabeth I, Susan Doran manages to provide sufficient detail without becoming bogged down in extensive analysis. She also naturally assumes that Elizabeth was an intelligent woman who was fully capable of ruling a nation during a time of great religious, economic, and social upheaval. Unlike many historians, Doran does not belittle Elizabeth's accomplishments by attempting to attribute them to the men behind the scenes. For this reason alone, Doran's biography stands out from the crowded multitude of Elizabethan biography.",5
